model,dataset,strategy,task_type,response_length,num_reasoning_steps,has_hedging,y0_correct,label,confidence
llama,gsm8k,s1,math,103,4,False,True,-1,
llama,gsm8k,s1,math,155,11,False,True,0,
llama,gsm8k,s1,math,181,18,False,True,0,
llama,gsm8k,s1,math,145,11,False,True,-1,
llama,gsm8k,s1,math,128,15,False,True,-1,
llama,gsm8k,s1,math,98,3,False,True,-1,
llama,gsm8k,s1,math,207,21,False,True,0,
llama,gsm8k,s1,math,147,6,False,True,-1,
llama,gsm8k,s1,math,99,5,False,True,-1,
llama,gsm8k,s1,math,297,9,False,True,0,
llama,gsm8k,s1,math,87,7,False,True,0,
llama,gsm8k,s1,math,253,11,False,False,0,
llama,gsm8k,s1,math,128,4,False,True,0,
llama,gsm8k,s1,math,142,6,False,True,-1,
llama,gsm8k,s1,math,128,4,False,True,-1,
llama,gsm8k,s1,math,140,6,False,True,0,
llama,gsm8k,s1,math,185,3,False,True,-1,
llama,gsm8k,s1,math,147,8,False,True,-1,
llama,gsm8k,s1,math,133,17,False,True,-1,
llama,gsm8k,s1,math,147,8,False,True,-1,
llama,gsm8k,s1,math,244,16,False,True,0,
llama,gsm8k,s1,math,116,6,False,True,0,
llama,gsm8k,s1,math,192,12,False,False,0,
llama,gsm8k,s1,math,185,8,False,True,0,
llama,gsm8k,s1,math,205,8,False,True,0,
llama,gsm8k,s1,math,129,5,False,True,0,
llama,gsm8k,s1,math,179,19,False,True,-1,
llama,gsm8k,s1,math,205,3,False,True,0,
llama,gsm8k,s1,math,267,9,False,False,0,
llama,gsm8k,s1,math,156,9,False,False,0,
llama,gsm8k,s1,math,109,15,False,True,-1,
llama,gsm8k,s1,math,80,6,False,True,0,
llama,gsm8k,s1,math,144,9,False,False,0,
llama,gsm8k,s1,math,99,7,False,True,0,
llama,gsm8k,s1,math,103,6,False,True,-1,
llama,gsm8k,s1,math,172,13,False,True,0,
llama,gsm8k,s1,math,238,14,False,False,0,
llama,gsm8k,s1,math,150,8,False,True,0,
llama,gsm8k,s1,math,199,5,False,True,-1,
llama,gsm8k,s1,math,227,14,False,False,0,
llama,gsm8k,s1,math,131,3,False,True,-1,
llama,gsm8k,s1,math,137,0,False,True,-1,
llama,gsm8k,s1,math,147,5,False,False,0,
llama,gsm8k,s1,math,111,11,False,True,0,
llama,gsm8k,s1,math,163,12,False,True,-1,
llama,gsm8k,s1,math,158,9,False,False,1,
llama,gsm8k,s1,math,183,12,False,True,0,
llama,gsm8k,s1,math,171,13,False,True,-1,
llama,gsm8k,s1,math,154,14,False,True,-1,
llama,gsm8k,s1,math,149,0,False,True,0,
llama,gsm8k,s1,math,151,6,False,True,0,
llama,gsm8k,s1,math,107,0,False,True,0,
llama,gsm8k,s1,math,93,6,False,True,0,
llama,gsm8k,s1,math,208,0,False,False,0,
llama,gsm8k,s1,math,111,0,False,True,0,
llama,gsm8k,s1,math,181,12,False,False,0,
llama,gsm8k,s1,math,124,11,False,True,-1,
llama,gsm8k,s1,math,113,13,False,True,0,
llama,gsm8k,s1,math,210,8,False,True,0,
llama,gsm8k,s1,math,193,10,False,False,0,
llama,gsm8k,s1,math,162,14,False,True,-1,
llama,gsm8k,s1,math,204,12,False,True,0,
llama,gsm8k,s1,math,153,9,False,True,-1,
llama,gsm8k,s1,math,203,10,False,False,0,
llama,gsm8k,s1,math,149,4,False,True,0,
llama,gsm8k,s1,math,127,4,False,True,0,
llama,gsm8k,s1,math,144,5,False,True,0,
llama,gsm8k,s1,math,91,9,False,True,0,
llama,gsm8k,s1,math,110,4,False,True,0,
llama,gsm8k,s1,math,146,3,False,True,-1,
llama,gsm8k,s1,math,195,14,False,True,-1,
llama,gsm8k,s1,math,130,9,False,True,-1,
llama,gsm8k,s1,math,139,6,False,True,-1,
llama,gsm8k,s1,math,139,4,False,True,-1,
llama,gsm8k,s1,math,236,6,False,True,-1,
llama,gsm8k,s1,math,94,4,False,True,-1,
llama,gsm8k,s1,math,156,6,False,True,0,
llama,gsm8k,s1,math,178,8,False,True,0,
llama,gsm8k,s1,math,94,3,False,True,-1,
llama,gsm8k,s1,math,178,12,False,True,-1,
llama,gsm8k,s1,math,169,5,False,True,-1,
llama,gsm8k,s1,math,140,10,False,False,0,
llama,gsm8k,s1,math,192,6,False,True,0,
llama,gsm8k,s1,math,170,9,False,True,-1,
llama,gsm8k,s1,math,129,7,False,True,0,
llama,gsm8k,s1,math,128,3,False,True,0,
llama,gsm8k,s1,math,136,6,False,True,0,
llama,gsm8k,s1,math,131,0,False,True,-1,
llama,gsm8k,s1,math,116,1,False,True,-1,
llama,gsm8k,s1,math,116,11,False,True,-1,
llama,gsm8k,s1,math,113,13,False,True,0,
llama,gsm8k,s1,math,78,5,False,True,-1,
llama,gsm8k,s1,math,176,11,False,True,-1,
llama,gsm8k,s1,math,106,11,False,False,0,
llama,gsm8k,s1,math,157,15,False,True,0,
llama,gsm8k,s1,math,173,4,False,True,0,
llama,gsm8k,s1,math,117,6,False,True,-1,
llama,gsm8k,s1,math,134,2,False,True,0,
llama,gsm8k,s1,math,127,4,False,True,0,
llama,gsm8k,s1,math,188,5,False,True,0,
llama,gsm8k,s1,math,95,0,False,True,0,
llama,gsm8k,s1,math,128,10,False,True,-1,
llama,gsm8k,s1,math,123,14,False,True,-1,
llama,gsm8k,s1,math,194,9,False,True,-1,
llama,gsm8k,s1,math,194,11,False,True,0,
llama,gsm8k,s1,math,131,4,False,True,-1,
llama,gsm8k,s1,math,136,0,False,True,0,
llama,gsm8k,s1,math,124,9,False,True,-1,
llama,gsm8k,s1,math,279,9,False,False,0,
llama,gsm8k,s1,math,179,13,False,True,-1,
llama,gsm8k,s1,math,173,13,False,True,-1,
llama,gsm8k,s1,math,166,21,False,True,0,
llama,gsm8k,s1,math,163,4,False,True,0,
llama,gsm8k,s1,math,216,14,False,True,0,
llama,gsm8k,s1,math,138,9,False,True,-1,
llama,gsm8k,s1,math,155,6,False,True,0,
llama,gsm8k,s1,math,123,4,False,True,0,
llama,gsm8k,s1,math,123,9,False,True,0,
llama,gsm8k,s1,math,171,11,False,True,0,
llama,gsm8k,s1,math,80,4,False,True,-1,
llama,gsm8k,s1,math,66,6,False,True,0,
llama,gsm8k,s1,math,158,10,False,True,0,
llama,gsm8k,s1,math,123,6,False,True,0,
llama,gsm8k,s1,math,150,12,False,True,0,
llama,gsm8k,s1,math,177,8,False,False,0,
llama,gsm8k,s1,math,146,10,False,True,0,
llama,gsm8k,s1,math,133,3,False,True,0,
llama,gsm8k,s1,math,170,8,False,False,0,
llama,gsm8k,s1,math,101,20,False,True,-1,
llama,gsm8k,s1,math,207,6,False,True,0,
llama,gsm8k,s1,math,170,11,False,True,0,
llama,gsm8k,s1,math,128,6,False,True,-1,
llama,gsm8k,s1,math,116,5,False,True,0,
llama,gsm8k,s1,math,187,10,False,True,0,
llama,gsm8k,s1,math,207,15,False,True,0,
llama,gsm8k,s1,math,180,4,False,False,1,
llama,gsm8k,s1,math,162,6,False,True,0,
llama,gsm8k,s1,math,84,7,False,True,0,
llama,gsm8k,s1,math,130,7,False,True,0,
llama,gsm8k,s1,math,212,5,False,False,0,
llama,gsm8k,s1,math,128,9,False,True,0,
llama,gsm8k,s1,math,135,8,False,False,0,
llama,gsm8k,s1,math,146,13,False,True,-1,
llama,gsm8k,s1,math,226,17,False,True,-1,
llama,gsm8k,s1,math,159,16,False,True,0,
llama,gsm8k,s1,math,165,10,False,True,0,
llama,gsm8k,s1,math,206,8,False,True,-1,
llama,gsm8k,s1,math,102,9,False,True,0,
llama,gsm8k,s1,math,188,19,False,True,-1,
llama,gsm8k,s1,math,105,7,False,True,-1,
llama,gsm8k,s1,math,155,15,False,True,0,
llama,gsm8k,s1,math,138,4,False,True,0,
llama,gsm8k,s1,math,171,13,False,True,0,
llama,gsm8k,s1,math,288,8,False,True,-1,
llama,gsm8k,s1,math,129,10,False,True,-1,
llama,gsm8k,s1,math,175,7,False,True,-1,
llama,gsm8k,s1,math,106,7,False,True,-1,
llama,gsm8k,s1,math,113,2,False,True,0,
llama,gsm8k,s1,math,131,6,False,False,1,
llama,gsm8k,s1,math,194,9,False,True,0,
llama,gsm8k,s1,math,43,3,False,True,0,
llama,gsm8k,s1,math,219,4,False,True,0,
llama,gsm8k,s1,math,139,19,False,True,0,
llama,gsm8k,s1,math,129,6,False,False,1,
llama,gsm8k,s1,math,133,10,False,True,0,
llama,gsm8k,s1,math,166,9,False,True,0,
llama,gsm8k,s1,math,178,8,False,True,-1,
llama,gsm8k,s1,math,149,8,False,True,0,
llama,gsm8k,s1,math,162,6,False,True,-1,
llama,gsm8k,s1,math,87,5,False,True,0,
llama,gsm8k,s1,math,125,12,False,True,-1,
llama,gsm8k,s1,math,111,4,False,True,0,
llama,gsm8k,s1,math,103,0,False,True,0,
llama,gsm8k,s1,math,140,6,False,True,-1,
llama,gsm8k,s1,math,157,8,False,True,-1,
llama,gsm8k,s1,math,218,12,False,True,0,
llama,gsm8k,s1,math,325,13,False,False,0,
llama,gsm8k,s1,math,176,3,False,True,-1,
llama,gsm8k,s1,math,169,12,False,True,-1,
llama,gsm8k,s1,math,186,21,False,True,0,
llama,gsm8k,s1,math,143,10,False,True,0,
llama,gsm8k,s1,math,229,28,False,True,-1,
llama,gsm8k,s1,math,141,2,False,True,0,
llama,gsm8k,s1,math,169,5,False,True,0,
llama,gsm8k,s1,math,124,10,False,True,0,
llama,gsm8k,s1,math,76,4,False,True,-1,
llama,gsm8k,s1,math,153,6,False,True,-1,
llama,gsm8k,s1,math,134,13,False,True,-1,
llama,gsm8k,s1,math,130,14,False,True,-1,
llama,gsm8k,s1,math,255,7,False,True,0,
llama,gsm8k,s1,math,128,9,False,True,0,
llama,gsm8k,s1,math,248,10,False,True,0,
llama,gsm8k,s1,math,292,10,False,True,-1,
llama,gsm8k,s1,math,82,8,False,True,0,
llama,gsm8k,s1,math,190,8,False,True,-1,
llama,gsm8k,s1,math,113,12,False,True,0,
llama,gsm8k,s1,math,95,6,False,True,0,
llama,gsm8k,s1,math,167,10,False,True,-1,
llama,gsm8k,s1,math,158,14,False,True,0,
llama,gsm8k,s1,math,109,10,False,True,0,
llama,gsm8k,s1,math,120,8,False,True,-1,
llama,gsm8k,s1,math,197,3,False,False,0,
llama,gsm8k,s1,math,137,3,False,False,1,
llama,gsm8k,s1,math,153,15,False,True,-1,
llama,gsm8k,s1,math,135,4,False,False,0,
llama,gsm8k,s1,math,97,6,False,False,0,
llama,gsm8k,s1,math,269,14,False,False,0,
llama,gsm8k,s1,math,80,4,False,True,-1,
llama,gsm8k,s1,math,160,10,False,True,0,
llama,gsm8k,s1,math,158,13,False,True,-1,
llama,gsm8k,s1,math,74,6,False,True,0,
llama,gsm8k,s1,math,136,4,False,True,0,
llama,gsm8k,s1,math,159,11,False,True,-1,
llama,gsm8k,s1,math,158,18,False,True,-1,
llama,gsm8k,s1,math,107,9,False,True,-1,
llama,gsm8k,s1,math,175,9,False,True,-1,
llama,gsm8k,s1,math,123,12,False,True,0,
llama,gsm8k,s1,math,139,2,False,True,-1,
llama,gsm8k,s1,math,107,6,False,True,0,
llama,gsm8k,s1,math,107,3,False,False,0,
llama,gsm8k,s1,math,139,6,False,False,0,
llama,gsm8k,s1,math,153,15,False,True,-1,
llama,gsm8k,s1,math,154,8,False,True,0,
llama,gsm8k,s1,math,114,3,False,True,0,
llama,gsm8k,s1,math,245,9,False,True,0,
llama,gsm8k,s1,math,157,23,False,True,0,
llama,gsm8k,s1,math,163,3,False,True,0,
llama,gsm8k,s1,math,127,8,False,True,0,
llama,gsm8k,s1,math,65,7,False,True,-1,
llama,gsm8k,s1,math,353,30,False,True,-1,
llama,gsm8k,s1,math,149,10,False,True,0,
llama,gsm8k,s1,math,183,11,False,False,1,
llama,gsm8k,s1,math,277,12,False,True,0,
llama,gsm8k,s1,math,86,7,False,True,-1,
llama,gsm8k,s1,math,120,0,False,False,0,
llama,gsm8k,s1,math,322,29,False,True,0,
llama,gsm8k,s1,math,168,7,False,True,0,
llama,gsm8k,s1,math,194,15,False,True,0,
llama,gsm8k,s1,math,152,13,False,True,0,
llama,gsm8k,s1,math,128,4,False,True,-1,
llama,gsm8k,s1,math,95,6,False,False,1,
llama,gsm8k,s1,math,213,6,False,True,-1,
llama,gsm8k,s1,math,165,8,False,False,0,
llama,gsm8k,s1,math,103,10,False,True,0,
llama,gsm8k,s1,math,113,9,False,True,0,
llama,gsm8k,s1,math,175,9,False,True,0,
llama,gsm8k,s1,math,112,7,False,True,0,
llama,gsm8k,s1,math,138,9,False,True,0,
llama,gsm8k,s1,math,144,6,False,False,0,
llama,gsm8k,s1,math,116,2,False,True,0,
llama,gsm8k,s1,math,179,21,False,False,0,
llama,gsm8k,s1,math,88,4,False,True,0,
llama,gsm8k,s1,math,91,8,False,True,-1,
llama,gsm8k,s1,math,285,10,False,True,0,
llama,gsm8k,s1,math,184,7,False,False,0,
llama,gsm8k,s1,math,168,4,False,True,-1,
llama,gsm8k,s1,math,109,3,False,True,-1,
llama,gsm8k,s1,math,111,8,False,True,0,
llama,gsm8k,s1,math,191,14,False,True,0,
llama,gsm8k,s1,math,350,2,False,True,0,
llama,gsm8k,s1,math,191,0,False,True,-1,
llama,gsm8k,s1,math,162,3,False,False,0,
llama,gsm8k,s1,math,169,18,False,True,-1,
llama,gsm8k,s1,math,99,6,False,False,0,
llama,gsm8k,s1,math,253,7,False,True,-1,
llama,gsm8k,s1,math,144,8,False,True,0,
llama,gsm8k,s1,math,185,15,False,False,0,
llama,gsm8k,s1,math,583,54,False,False,0,
llama,gsm8k,s1,math,167,6,False,True,0,
llama,gsm8k,s1,math,110,6,False,True,0,
llama,gsm8k,s1,math,215,12,False,True,-1,
llama,gsm8k,s1,math,132,4,False,True,0,
llama,gsm8k,s1,math,214,8,False,True,0,
llama,gsm8k,s1,math,129,14,False,True,-1,
llama,gsm8k,s1,math,149,4,False,True,0,
llama,gsm8k,s1,math,166,7,False,False,0,
llama,gsm8k,s1,math,124,8,False,True,0,
llama,gsm8k,s1,math,168,16,False,False,1,
llama,gsm8k,s1,math,129,11,False,True,0,
llama,gsm8k,s1,math,229,15,False,False,0,
llama,gsm8k,s1,math,134,12,False,True,0,
llama,gsm8k,s1,math,228,18,False,True,-1,
llama,gsm8k,s1,math,284,14,False,False,0,
llama,gsm8k,s1,math,145,17,False,False,0,
llama,gsm8k,s1,math,129,6,False,True,-1,
llama,gsm8k,s1,math,153,10,False,True,0,
llama,gsm8k,s1,math,147,3,False,True,0,
llama,gsm8k,s1,math,795,16,False,False,0,
llama,gsm8k,s1,math,101,10,False,True,-1,
llama,gsm8k,s1,math,118,13,False,True,-1,
llama,gsm8k,s1,math,147,10,False,True,-1,
llama,gsm8k,s1,math,180,6,False,False,1,
llama,gsm8k,s1,math,139,18,False,True,0,
llama,gsm8k,s1,math,116,9,False,True,-1,
llama,gsm8k,s1,math,95,4,False,True,0,
llama,gsm8k,s1,math,119,8,False,True,0,
llama,gsm8k,s1,math,129,14,False,True,-1,
llama,gsm8k,s1,math,219,12,False,True,0,
llama,gsm8k,s1,math,194,4,False,True,-1,
llama,gsm8k,s1,math,79,15,False,False,0,
llama,gsm8k,s1,math,194,13,False,True,0,
llama,gsm8k,s1,math,98,2,False,True,0,
llama,gsm8k,s1,math,188,14,False,True,-1,
llama,gsm8k,s1,math,137,3,False,True,0,
llama,gsm8k,s1,math,239,11,False,True,-1,
llama,gsm8k,s1,math,101,3,False,True,0,
llama,gsm8k,s1,math,187,15,False,True,-1,
llama,gsm8k,s1,math,204,14,False,False,0,
llama,gsm8k,s1,math,204,4,False,True,0,
llama,gsm8k,s1,math,169,10,False,False,0,
llama,gsm8k,s1,math,209,22,False,False,1,
llama,gsm8k,s1,math,170,6,False,True,-1,
llama,gsm8k,s1,math,112,0,False,True,0,
llama,gsm8k,s1,math,166,8,False,True,0,
llama,gsm8k,s1,math,152,4,False,True,0,
llama,gsm8k,s1,math,149,6,False,True,-1,
llama,gsm8k,s1,math,80,2,False,True,-1,
llama,gsm8k,s1,math,215,10,False,True,0,
llama,gsm8k,s1,math,214,16,False,True,0,
llama,gsm8k,s1,math,85,6,False,True,0,
llama,gsm8k,s1,math,135,4,False,True,0,
llama,gsm8k,s1,math,71,3,False,True,0,
llama,gsm8k,s1,math,134,9,False,True,0,
llama,gsm8k,s1,math,288,29,False,True,0,
llama,gsm8k,s1,math,199,14,False,True,0,
llama,gsm8k,s1,math,109,4,False,True,0,
llama,gsm8k,s1,math,94,3,False,True,0,
llama,gsm8k,s1,math,91,11,False,True,-1,
llama,gsm8k,s1,math,196,22,False,True,-1,
llama,gsm8k,s1,math,150,15,False,True,-1,
llama,gsm8k,s1,math,245,7,False,False,0,
llama,gsm8k,s1,math,114,22,False,True,-1,
llama,gsm8k,s1,math,238,7,False,True,0,
llama,gsm8k,s1,math,122,13,False,True,-1,
llama,gsm8k,s1,math,249,22,False,True,-1,
llama,gsm8k,s1,math,176,12,False,True,0,
llama,gsm8k,s1,math,100,5,False,True,0,
llama,gsm8k,s1,math,88,5,False,False,0,
llama,gsm8k,s1,math,155,3,False,True,-1,
llama,gsm8k,s1,math,85,9,False,True,-1,
llama,gsm8k,s1,math,112,4,False,True,0,
llama,gsm8k,s1,math,98,0,False,True,0,
llama,gsm8k,s1,math,170,15,False,True,-1,
llama,gsm8k,s1,math,188,3,False,False,0,
llama,gsm8k,s1,math,169,16,False,False,0,
llama,gsm8k,s1,math,111,9,False,True,0,
llama,gsm8k,s1,math,174,11,False,True,-1,
llama,gsm8k,s1,math,100,3,False,True,0,
llama,gsm8k,s1,math,129,6,False,True,0,
llama,gsm8k,s1,math,171,11,False,True,-1,
llama,gsm8k,s1,math,111,11,False,True,-1,
llama,gsm8k,s1,math,107,4,False,True,0,
llama,gsm8k,s1,math,141,11,False,True,-1,
llama,gsm8k,s1,math,245,7,False,False,0,
llama,gsm8k,s1,math,108,5,False,True,0,
llama,gsm8k,s1,math,148,5,False,False,0,
llama,gsm8k,s1,math,123,5,False,True,0,
llama,gsm8k,s1,math,124,5,False,True,-1,
llama,gsm8k,s1,math,105,8,False,False,0,
llama,gsm8k,s1,math,72,7,False,True,0,
llama,gsm8k,s1,math,113,7,False,True,-1,
llama,gsm8k,s1,math,185,10,False,True,0,
llama,gsm8k,s1,math,133,8,False,True,-1,
llama,gsm8k,s1,math,125,8,False,True,0,
llama,gsm8k,s1,math,139,8,False,True,0,
llama,gsm8k,s1,math,179,12,False,True,-1,
llama,gsm8k,s1,math,107,3,False,True,-1,
llama,gsm8k,s1,math,131,8,False,True,0,
llama,gsm8k,s1,math,251,15,False,False,0,
llama,gsm8k,s1,math,87,1,False,True,0,
llama,gsm8k,s1,math,160,13,False,True,-1,
llama,gsm8k,s1,math,185,8,False,True,0,
llama,gsm8k,s1,math,224,20,False,True,-1,
llama,gsm8k,s1,math,114,3,False,True,0,
llama,gsm8k,s1,math,142,0,False,True,-1,
llama,gsm8k,s1,math,176,6,False,False,1,
llama,gsm8k,s1,math,187,6,False,True,-1,
llama,gsm8k,s1,math,136,9,False,True,0,
llama,gsm8k,s1,math,233,29,False,False,0,
llama,gsm8k,s1,math,217,21,False,True,-1,
llama,gsm8k,s1,math,209,12,False,True,-1,
llama,gsm8k,s1,math,132,4,False,True,0,
llama,gsm8k,s1,math,144,9,False,True,0,
llama,gsm8k,s1,math,207,6,False,True,0,
llama,gsm8k,s1,math,114,4,False,True,-1,
llama,gsm8k,s1,math,121,5,False,False,0,
llama,gsm8k,s1,math,197,13,False,False,0,
llama,gsm8k,s1,math,238,10,False,True,0,
llama,gsm8k,s1,math,225,22,False,True,0,
llama,gsm8k,s1,math,179,13,False,True,0,
llama,gsm8k,s1,math,147,18,False,True,-1,
llama,gsm8k,s1,math,111,8,False,True,-1,
llama,gsm8k,s1,math,117,9,False,True,0,
llama,gsm8k,s1,math,140,3,False,True,0,
llama,gsm8k,s1,math,117,9,False,False,0,
llama,gsm8k,s1,math,143,14,False,False,0,
llama,gsm8k,s1,math,120,13,False,True,0,
llama,gsm8k,s1,math,259,16,False,True,-1,
llama,gsm8k,s1,math,109,6,False,True,0,
llama,gsm8k,s1,math,92,4,False,True,-1,
llama,gsm8k,s1,math,208,20,False,True,-1,
llama,gsm8k,s1,math,119,11,False,True,-1,
llama,gsm8k,s1,math,346,22,False,True,-1,
llama,gsm8k,s1,math,99,6,False,False,1,
llama,gsm8k,s1,math,170,3,False,False,0,
llama,gsm8k,s1,math,237,5,False,True,-1,
llama,gsm8k,s1,math,142,17,False,True,0,
llama,gsm8k,s1,math,224,20,False,True,-1,
llama,gsm8k,s1,math,183,10,False,True,-1,
llama,gsm8k,s1,math,74,7,False,True,0,
llama,gsm8k,s1,math,110,11,False,False,0,
llama,gsm8k,s1,math,124,8,False,True,-1,
llama,gsm8k,s1,math,260,15,False,True,-1,
llama,gsm8k,s1,math,146,14,False,True,0,
llama,gsm8k,s1,math,76,5,False,False,1,
llama,gsm8k,s1,math,235,17,False,True,0,
llama,gsm8k,s1,math,82,1,False,True,-1,
llama,gsm8k,s1,math,238,5,False,True,-1,
llama,gsm8k,s1,math,239,15,False,True,-1,
llama,gsm8k,s1,math,129,10,False,True,-1,
llama,gsm8k,s1,math,169,12,False,True,-1,
llama,gsm8k,s1,math,97,6,False,True,0,
llama,gsm8k,s1,math,75,6,False,True,0,
llama,gsm8k,s1,math,96,7,False,True,-1,
llama,gsm8k,s1,math,211,15,False,True,-1,
llama,gsm8k,s1,math,132,4,False,False,1,
llama,gsm8k,s1,math,130,9,False,True,-1,
llama,gsm8k,s1,math,226,10,False,True,0,
llama,gsm8k,s1,math,263,26,False,True,-1,
llama,gsm8k,s1,math,185,7,False,True,-1,
llama,gsm8k,s1,math,98,4,False,False,0,
llama,gsm8k,s1,math,165,19,False,True,0,
llama,gsm8k,s1,math,127,8,False,True,-1,
llama,gsm8k,s1,math,107,10,False,True,-1,
llama,gsm8k,s1,math,125,8,False,True,-1,
llama,gsm8k,s1,math,100,7,False,True,0,
llama,gsm8k,s1,math,231,14,False,False,0,
llama,gsm8k,s1,math,103,9,False,True,0,
llama,gsm8k,s1,math,152,13,False,True,0,
llama,gsm8k,s1,math,171,13,False,True,-1,
llama,gsm8k,s1,math,144,11,False,True,0,
llama,gsm8k,s1,math,134,8,False,True,0,
llama,gsm8k,s1,math,161,4,False,True,0,
llama,gsm8k,s1,math,232,8,False,True,-1,
llama,gsm8k,s1,math,200,12,False,True,0,
llama,gsm8k,s1,math,176,10,False,False,0,
llama,gsm8k,s1,math,140,11,False,True,0,
llama,gsm8k,s1,math,103,11,False,True,0,
llama,gsm8k,s1,math,215,16,False,True,-1,
llama,gsm8k,s1,math,176,8,False,True,-1,
llama,gsm8k,s1,math,206,8,False,True,-1,
llama,gsm8k,s1,math,227,16,False,False,1,
llama,gsm8k,s1,math,337,12,False,True,0,
llama,gsm8k,s1,math,157,9,False,False,0,
llama,gsm8k,s1,math,107,7,False,True,0,
llama,gsm8k,s1,math,225,10,False,True,-1,
llama,gsm8k,s1,math,856,38,False,False,0,
llama,gsm8k,s1,math,134,16,False,True,-1,
llama,gsm8k,s1,math,136,4,False,True,-1,
llama,gsm8k,s1,math,106,8,False,True,0,
llama,gsm8k,s1,math,99,0,False,True,0,
llama,gsm8k,s1,math,307,14,False,True,0,
llama,gsm8k,s1,math,131,9,False,True,0,
llama,gsm8k,s1,math,418,28,False,True,-1,
llama,gsm8k,s1,math,478,70,False,False,0,
llama,gsm8k,s1,math,192,16,False,True,-1,
llama,gsm8k,s1,math,146,19,False,False,0,
llama,gsm8k,s1,math,196,6,False,True,-1,
llama,gsm8k,s1,math,156,15,False,True,-1,
llama,gsm8k,s1,math,178,5,False,True,0,
llama,gsm8k,s1,math,129,1,False,True,0,
llama,gsm8k,s1,math,299,12,False,False,1,
llama,gsm8k,s1,math,72,2,False,True,0,
llama,gsm8k,s1,math,460,14,False,True,0,
llama,gsm8k,s1,math,239,16,False,True,-1,
llama,gsm8k,s1,math,129,7,False,True,0,
llama,gsm8k,s1,math,136,13,False,True,-1,
llama,gsm8k,s1,math,133,9,False,True,-1,
llama,gsm8k,s1,math,213,9,False,True,-1,
llama,gsm8k,s1,math,194,9,False,True,-1,
llama,gsm8k,s1,math,146,6,False,True,0,
llama,gsm8k,s1,math,150,19,False,False,0,
llama,gsm8k,s1,math,299,19,False,True,-1,
llama,gsm8k,s1,math,112,7,False,True,0,
llama,gsm8k,s1,math,120,6,False,True,-1,
llama,gsm8k,s1,math,157,8,False,True,0,
llama,gsm8k,s1,math,151,6,False,True,0,
llama,gsm8k,s1,math,200,4,False,False,1,
llama,gsm8k,s1,math,131,2,False,True,0,
llama,gsm8k,s1,math,163,10,False,True,0,
llama,gsm8k,s1,math,228,13,False,True,-1,
llama,gsm8k,s1,math,158,8,False,True,0,
llama,gsm8k,s1,math,180,14,False,True,-1,
llama,gsm8k,s1,math,175,6,False,True,0,
llama,gsm8k,s1,math,274,16,False,False,0,
llama,gsm8k,s1,math,104,6,False,True,0,
llama,gsm8k,s1,math,122,0,False,True,0,
llama,gsm8k,s1,math,118,3,False,True,0,
llama,gsm8k,s1,math,147,12,False,False,0,
llama,gsm8k,s1,math,214,5,False,True,0,
llama,gsm8k,s1,math,168,25,False,False,0,
llama,gsm8k,s1,math,193,10,False,True,0,
llama,gsm8k,s1,math,95,4,False,False,0,
llama,gsm8k,s1,math,113,2,False,True,-1,
llama,gsm8k,s1,math,180,10,False,True,0,
llama,gsm8k,s1,math,186,11,False,True,0,
llama,gsm8k,s1,math,223,5,False,True,-1,
llama,gsm8k,s1,math,121,6,False,True,-1,
llama,gsm8k,s1,math,181,0,False,True,-1,
llama,gsm8k,s1,math,169,8,False,True,0,
llama,gsm8k,s1,math,131,10,False,False,1,
llama,gsm8k,s1,math,114,0,False,False,0,
llama,gsm8k,s1,math,208,9,False,True,0,
llama,gsm8k,s1,math,117,4,False,True,0,
llama,gsm8k,s1,math,136,13,False,True,-1,
llama,gsm8k,s1,math,86,8,False,True,0,
llama,gsm8k,s1,math,210,17,False,False,1,
llama,gsm8k,s1,math,76,10,False,True,0,
llama,gsm8k,s1,math,202,19,False,True,-1,
llama,gsm8k,s1,math,206,10,False,True,0,
llama,gsm8k,s1,math,245,15,False,True,-1,
llama,gsm8k,s1,math,110,9,False,True,-1,
llama,gsm8k,s1,math,221,17,False,False,0,
llama,gsm8k,s1,math,223,13,False,True,0,
llama,gsm8k,s1,math,249,22,False,False,0,
